BLE1,BLE2,BLE3,BLE4,BLE5,PRED
-59.0,-64.0,-53.0,-64.0,-69.0,14.0
-59.0,-65.0,-70.0,-65.0,-68.0,14.0
-63.0,-65.0,-70.0,-65.0,-64.0,14.0
-67.0,-62.0,-67.0,-63.0,-64.0,14.0
-62.0,-62.0,-66.0,-63.0,-67.0,14.0
-71.0,-62.0,-70.0,-55.0,-67.0,14.0
-71.0,-63.0,-68.0,-56.0,-67.0,14.0
-67.0,-63.0,-68.0,-64.0,-67.0,14.0
-61.0,-69.0,-64.0,-54.0,-65.0,14.0
-61.0,-59.0,-64.0,-54.0,-65.0,14.0
-64.0,-59.0,-63.0,-60.0,-64.0,14.0
-57.0,-67.0,-63.0,-60.0,-70.0,14.0
-56.0,-67.0,-71.0,-54.0,-70.0,14.0
-62.0,-62.0,-53.0,-54.0,-65.0,14.0
-60.0,-67.0,-53.0,-60.0,-65.0,14.0
-59.0,-67.0,-72.0,-66.0,-63.0,14.0
-59.0,-57.0,-54.0,-67.0,-67.0,14.0
-59.0,-67.0,-56.0,-56.0,-64.0,14.0
-59.0,-66.0,-54.0,-56.0,-65.0,14.0
-59.0,-58.0,-54.0,-63.0,-65.0,14.0
-54.0,-63.0,-65.0,-57.0,-65.0,14.0
-54.0,-58.0,-52.0,-61.0,-65.0,14.0
-74.0,-62.0,-53.0,-56.0,-69.0,14.0
-73.0,-62.0,-68.0,-57.0,-66.0,14.0
-60.0,-57.0,-54.0,-63.0,-65.0,14.0
-69.0,-57.0,-56.0,-57.0,-70.0,14.0
-69.0,-60.0,-70.0,-61.0,-70.0,14.0
-62.0,-60.0,-69.0,-64.0,-70.0,14.0
-58.0,-57.0,-57.0,-54.0,-71.0,14.0
-57.0,-57.0,-57.0,-55.0,-63.0,14.0
-63.0,-66.0,-73.0,-55.0,-63.0,14.0
-58.0,-66.0,-73.0,-55.0,-68.0,14.0
-58.0,-66.0,-57.0,-71.0,-68.0,14.0
-68.0,-66.0,-56.0,-71.0,-68.0,14.0
-61.0,-57.0,-71.0,-56.0,-70.0,14.0
-61.0,-65.0,-71.0,-57.0,-70.0,14.0
-71.0,-66.0,-51.0,-67.0,-66.0,14.0
-71.0,-57.0,-51.0,-67.0,-66.0,14.0
-65.0,-57.0,-54.0,-69.0,-68.0,14.0
-63.0,-74.0,-64.0,-71.0,-68.0,14.0
-72.0,-74.0,-64.0,-58.0,-65.0,14.0
-68.0,-62.0,-52.0,-57.0,-65.0,14.0
-69.0,-62.0,-52.0,-69.0,-66.0,14.0
-69.0,-67.0,-63.0,-68.0,-69.0,14.0
-62.0,-67.0,-51.0,-86.0,-69.0,14.0
-62.0,-70.0,-62.0,-85.0,-66.0,14.0
-63.0,-71.0,-68.0,-62.0,-66.0,14.0
-70.0,-62.0,-68.0,-57.0,-68.0,14.0
-62.0,-62.0,-63.0,-57.0,-68.0,14.0
-61.0,-67.0,-63.0,-66.0,-63.0,14.0
-62.0,-72.0,-71.0,-63.0,-63.0,14.0
-59.0,-72.0,-61.0,-61.0,-69.0,14.0
-58.0,-64.0,-62.0,-61.0,-74.0,14.0
-61.0,-65.0,-54.0,-61.0,-64.0,14.0
-61.0,-63.0,-54.0,-58.0,-64.0,14.0
-60.0,-68.0,-66.0,-64.0,-69.0,14.0
-75.0,-68.0,-66.0,-54.0,-65.0,14.0
-58.0,-63.0,-67.0,-54.0,-63.0,14.0
-58.0,-63.0,-67.0,-60.0,-68.0,14.0
-59.0,-61.0,-54.0,-60.0,-68.0,14.0
-59.0,-60.0,-54.0,-55.0,-74.0,14.0
-60.0,-58.0,-73.0,-65.0,-74.0,14.0
-60.0,-57.0,-64.0,-70.0,-66.0,14.0
-60.0,-61.0,-65.0,-70.0,-68.0,14.0
-62.0,-61.0,-53.0,-57.0,-68.0,14.0
-61.0,-54.0,-53.0,-57.0,-67.0,14.0
-57.0,-67.0,-65.0,-56.0,-72.0,14.0
-57.0,-67.0,-65.0,-70.0,-73.0,14.0
-62.0,-60.0,-56.0,-72.0,-68.0,14.0
-69.0,-60.0,-56.0,-54.0,-64.0,14.0
-69.0,-59.0,-63.0,-55.0,-69.0,14.0
-63.0,-59.0,-62.0,-69.0,-69.0,14.0
-59.0,-63.0,-78.0,-69.0,-64.0,14.0
-61.0,-62.0,-78.0,-58.0,-64.0,14.0
-69.0,-61.0,-59.0,-59.0,-67.0,14.0
-69.0,-61.0,-59.0,-62.0,-64.0,14.0
-59.0,-63.0,-59.0,-56.0,-64.0,14.0
-59.0,-63.0,-59.0,-57.0,-69.0,14.0
-71.0,-60.0,-58.0,-62.0,-69.0,14.0
-71.0,-60.0,-58.0,-74.0,-62.0,14.0
-58.0,-63.0,-62.0,-75.0,-68.0,14.0
-58.0,-62.0,-62.0,-54.0,-69.0,14.0
-58.0,-57.0,-75.0,-54.0,-67.0,14.0
-58.0,-56.0,-75.0,-57.0,-67.0,14.0
-65.0,-62.0,-60.0,-57.0,-64.0,14.0
-57.0,-63.0,-60.0,-63.0,-63.0,14.0
-72.0,-54.0,-78.0,-54.0,-65.0,14.0
-72.0,-62.0,-79.0,-54.0,-65.0,14.0
-63.0,-62.0,-59.0,-56.0,-63.0,14.0
-58.0,-58.0,-59.0,-56.0,-63.0,14.0
-58.0,-58.0,-63.0,-57.0,-68.0,14.0
-58.0,-60.0,-63.0,-57.0,-68.0,14.0
-58.0,-60.0,-59.0,-61.0,-65.0,14.0
-62.0,-56.0,-59.0,-61.0,-65.0,14.0
-72.0,-62.0,-62.0,-60.0,-70.0,14.0
-72.0,-62.0,-61.0,-64.0,-66.0,14.0
-63.0,-52.0,-57.0,-57.0,-66.0,14.0
-58.0,-52.0,-56.0,-57.0,-64.0,14.0
-58.0,-68.0,-78.0,-58.0,-64.0,14.0
-62.0,-68.0,-58.0,-58.0,-66.0,14.0
-62.0,-56.0,-57.0,-66.0,-66.0,14.0
-57.0,-56.0,-72.0,-59.0,-64.0,14.0
-71.0,-61.0,-56.0,-72.0,-64.0,14.0
-71.0,-62.0,-56.0,-72.0,-66.0,14.0
-72.0,-55.0,-68.0,-56.0,-66.0,14.0
-62.0,-65.0,-82.0,-66.0,-64.0,14.0
-58.0,-65.0,-81.0,-63.0,-64.0,14.0
-62.0,-59.0,-68.0,-58.0,-69.0,14.0
-72.0,-59.0,-54.0,-58.0,-69.0,14.0
-62.0,-63.0,-54.0,-63.0,-66.0,14.0
-58.0,-63.0,-71.0,-57.0,-66.0,14.0
-58.0,-59.0,-66.0,-58.0,-70.0,14.0
-63.0,-62.0,-69.0,-62.0,-64.0,14.0
-62.0,-62.0,-69.0,-58.0,-64.0,14.0
-55.0,-62.0,-65.0,-62.0,-69.0,14.0
-56.0,-63.0,-69.0,-59.0,-65.0,14.0
-62.0,-62.0,-65.0,-58.0,-68.0,14.0
-58.0,-61.0,-53.0,-65.0,-68.0,14.0
-58.0,-62.0,-53.0,-60.0,-65.0,14.0
-71.0,-62.0,-65.0,-60.0,-64.0,14.0
-57.0,-62.0,-67.0,-63.0,-65.0,14.0
-57.0,-62.0,-53.0,-57.0,-64.0,14.0
-68.0,-61.0,-53.0,-57.0,-64.0,14.0
-58.0,-61.0,-71.0,-62.0,-65.0,14.0
-58.0,-58.0,-53.0,-58.0,-65.0,14.0
-69.0,-61.0,-53.0,-65.0,-69.0,14.0
-70.0,-61.0,-75.0,-63.0,-69.0,14.0
-69.0,-61.0,-75.0,-62.0,-65.0,14.0
-63.0,-62.0,-53.0,-62.0,-65.0,14.0
-68.0,-62.0,-53.0,-58.0,-66.0,14.0
-68.0,-59.0,-53.0,-58.0,-64.0,14.0
-58.0,-61.0,-53.0,-64.0,-64.0,14.0
-58.0,-61.0,-52.0,-57.0,-69.0,14.0
-68.0,-62.0,-68.0,-57.0,-65.0,14.0
-58.0,-61.0,-66.0,-64.0,-64.0,14.0
-58.0,-61.0,-66.0,-58.0,-72.0,14.0
-61.0,-60.0,-71.0,-62.0,-65.0,14.0
-58.0,-60.0,-66.0,-57.0,-65.0,14.0
-58.0,-65.0,-65.0,-58.0,-65.0,14.0
-62.0,-65.0,-54.0,-67.0,-65.0,14.0
-57.0,-61.0,-53.0,-67.0,-69.0,14.0
-57.0,-61.0,-53.0,-61.0,-68.0,14.0
-63.0,-65.0,-53.0,-58.0,-65.0,14.0
-62.0,-65.0,-65.0,-58.0,-65.0,14.0
-59.0,-62.0,-65.0,-57.0,-64.0,14.0
-72.0,-61.0,-53.0,-63.0,-64.0,14.0
-72.0,-62.0,-53.0,-59.0,-65.0,14.0
-59.0,-63.0,-65.0,-59.0,-65.0,14.0
-58.0,-63.0,-65.0,-66.0,-65.0,14.0
-62.0,-63.0,-75.0,-63.0,-63.0,14.0
-59.0,-63.0,-66.0,-63.0,-63.0,14.0
-59.0,-59.0,-65.0,-58.0,-64.0,14.0
-61.0,-59.0,-73.0,-64.0,-64.0,14.0
-60.0,-61.0,-51.0,-55.0,-64.0,14.0
-70.0,-60.0,-51.0,-56.0,-64.0,14.0
-70.0,-63.0,-65.0,-63.0,-69.0,14.0
-61.0,-63.0,-65.0,-57.0,-69.0,14.0
-61.0,-65.0,-53.0,-63.0,-65.0,14.0
-59.0,-65.0,-53.0,-63.0,-65.0,14.0
-60.0,-62.0,-64.0,-63.0,-68.0,14.0
-62.0,-62.0,-53.0,-57.0,-69.0,14.0
-72.0,-64.0,-53.0,-57.0,-63.0,14.0
-72.0,-64.0,-67.0,-65.0,-63.0,14.0
-60.0,-62.0,-54.0,-55.0,-68.0,14.0
-60.0,-62.0,-73.0,-56.0,-67.0,14.0
-78.0,-59.0,-67.0,-66.0,-65.0,14.0
-78.0,-59.0,-67.0,-56.0,-65.0,14.0
-61.0,-62.0,-72.0,-54.0,-65.0,14.0
-61.0,-59.0,-54.0,-62.0,-65.0,14.0
-71.0,-59.0,-54.0,-56.0,-69.0,14.0
-61.0,-62.0,-73.0,-55.0,-66.0,14.0
-61.0,-62.0,-57.0,-58.0,-66.0,14.0
-69.0,-59.0,-69.0,-58.0,-69.0,14.0
-67.0,-59.0,-69.0,-54.0,-69.0,14.0
-67.0,-61.0,-74.0,-55.0,-66.0,14.0
-63.0,-62.0,-74.0,-54.0,-71.0,14.0
-68.0,-62.0,-64.0,-54.0,-71.0,14.0
-65.0,-62.0,-64.0,-62.0,-63.0,14.0
-75.0,-61.0,-59.0,-60.0,-63.0,14.0
-75.0,-59.0,-63.0,-59.0,-68.0,14.0
-63.0,-59.0,-62.0,-54.0,-69.0,14.0
-58.0,-62.0,-79.0,-55.0,-64.0,14.0
-58.0,-60.0,-78.0,-61.0,-64.0,14.0
-65.0,-59.0,-63.0,-60.0,-63.0,14.0
-59.0,-59.0,-73.0,-55.0,-63.0,14.0
-59.0,-63.0,-72.0,-55.0,-64.0,14.0
-60.0,-65.0,-66.0,-57.0,-64.0,14.0
-69.0,-62.0,-54.0,-57.0,-68.0,14.0
-65.0,-62.0,-54.0,-66.0,-68.0,14.0
-58.0,-63.0,-68.0,-59.0,-66.0,14.0
-58.0,-63.0,-67.0,-59.0,-66.0,14.0
-68.0,-60.0,-56.0,-64.0,-68.0,14.0
-68.0,-60.0,-56.0,-57.0,-68.0,14.0
-59.0,-62.0,-64.0,-57.0,-64.0,14.0
-59.0,-62.0,-74.0,-64.0,-64.0,14.0
-68.0,-61.0,-65.0,-57.0,-69.0,14.0
-64.0,-60.0,-69.0,-57.0,-69.0,14.0
-58.0,-60.0,-63.0,-60.0,-67.0,14.0
-58.0,-57.0,-63.0,-58.0,-65.0,14.0
-67.0,-57.0,-66.0,-58.0,-65.0,14.0
-64.0,-62.0,-66.0,-63.0,-66.0,14.0
-72.0,-62.0,-60.0,-53.0,-66.0,14.0
-59.0,-63.0,-60.0,-53.0,-65.0,14.0
-59.0,-62.0,-67.0,-61.0,-66.0,14.0
-70.0,-62.0,-67.0,-68.0,-65.0,14.0
-56.0,-62.0,-61.0,-58.0,-65.0,14.0
-55.0,-62.0,-62.0,-57.0,-72.0,14.0
-64.0,-61.0,-56.0,-59.0,-67.0,14.0
-74.0,-61.0,-56.0,-52.0,-72.0,14.0
-74.0,-59.0,-74.0,-59.0,-65.0,14.0
-66.0,-62.0,-74.0,-59.0,-72.0,14.0
-65.0,-62.0,-67.0,-66.0,-74.0,14.0
-55.0,-62.0,-67.0,-59.0,-71.0,14.0
-55.0,-63.0,-69.0,-59.0,-71.0,14.0
-65.0,-63.0,-72.0,-51.0,-70.0,14.0
-58.0,-63.0,-57.0,-71.0,-65.0,14.0
-64.0,-57.0,-56.0,-72.0,-66.0,14.0
-70.0,-57.0,-68.0,-51.0,-70.0,14.0
-70.0,-63.0,-65.0,-51.0,-66.0,14.0
-71.0,-63.0,-53.0,-52.0,-66.0,14.0
-71.0,-62.0,-65.0,-53.0,-65.0,14.0
-64.0,-62.0,-66.0,-76.0,-65.0,14.0
-58.0,-65.0,-69.0,-77.0,-69.0,14.0
-58.0,-64.0,-53.0,-66.0,-69.0,14.0
-64.0,-62.0,-54.0,-72.0,-65.0,14.0
-73.0,-62.0,-65.0,-72.0,-65.0,14.0
-73.0,-59.0,-65.0,-58.0,-71.0,14.0
-64.0,-57.0,-68.0,-58.0,-71.0,14.0
-73.0,-61.0,-67.0,-69.0,-79.0,14.0
-73.0,-61.0,-66.0,-69.0,-78.0,14.0
-64.0,-68.0,-65.0,-69.0,-67.0,14.0
-73.0,-61.0,-70.0,-58.0,-67.0,14.0
-73.0,-61.0,-69.0,-69.0,-65.0,14.0
-58.0,-59.0,-54.0,-58.0,-65.0,14.0
-58.0,-59.0,-54.0,-58.0,-63.0,14.0
-73.0,-62.0,-68.0,-68.0,-63.0,14.0
-73.0,-62.0,-75.0,-58.0,-68.0,14.0
-65.0,-62.0,-53.0,-58.0,-68.0,14.0
-74.0,-68.0,-53.0,-67.0,-64.0,14.0
-74.0,-68.0,-65.0,-58.0,-64.0,14.0
-74.0,-54.0,-65.0,-69.0,-70.0,14.0
-74.0,-62.0,-63.0,-67.0,-65.0,14.0
-64.0,-61.0,-62.0,-58.0,-69.0,14.0
-74.0,-61.0,-66.0,-58.0,-69.0,14.0
-74.0,-61.0,-70.0,-69.0,-65.0,14.0
-65.0,-69.0,-68.0,-59.0,-65.0,14.0
-75.0,-58.0,-72.0,-58.0,-65.0,14.0
-75.0,-62.0,-66.0,-67.0,-65.0,14.0
-67.0,-62.0,-53.0,-59.0,-64.0,14.0
-67.0,-72.0,-66.0,-58.0,-64.0,14.0
-68.0,-72.0,-68.0,-65.0,-65.0,14.0
-61.0,-70.0,-53.0,-65.0,-65.0,14.0
-57.0,-70.0,-52.0,-60.0,-71.0,14.0
-57.0,-59.0,-68.0,-60.0,-70.0,14.0
-63.0,-60.0,-66.0,-55.0,-65.0,14.0
-61.0,-70.0,-66.0,-54.0,-64.0,14.0
-61.0,-70.0,-67.0,-72.0,-65.0,14.0
-74.0,-61.0,-66.0,-72.0,-69.0,14.0
-74.0,-61.0,-66.0,-58.0,-65.0,14.0
-63.0,-79.0,-53.0,-58.0,-65.0,14.0
-58.0,-69.0,-53.0,-71.0,-70.0,14.0
-58.0,-69.0,-68.0,-71.0,-66.0,14.0
-64.0,-55.0,-66.0,-66.0,-65.0,14.0
-65.0,-68.0,-67.0,-79.0,-70.0,14.0
-65.0,-68.0,-53.0,-79.0,-70.0,14.0
-55.0,-59.0,-53.0,-65.0,-64.0,14.0
-57.0,-59.0,-67.0,-66.0,-65.0,14.0
-67.0,-65.0,-65.0,-65.0,-69.0,14.0
-60.0,-65.0,-65.0,-65.0,-69.0,14.0
-60.0,-63.0,-67.0,-69.0,-65.0,14.0
-68.0,-62.0,-66.0,-69.0,-65.0,14.0
-62.0,-59.0,-65.0,-74.0,-69.0,14.0
-58.0,-59.0,-53.0,-78.0,-69.0,14.0
-58.0,-66.0,-53.0,-78.0,-65.0,14.0
-66.0,-66.0,-54.0,-62.0,-65.0,14.0
-59.0,-61.0,-54.0,-62.0,-69.0,14.0
-59.0,-60.0,-65.0,-59.0,-66.0,14.0
-66.0,-64.0,-68.0,-57.0,-65.0,14.0
-59.0,-64.0,-65.0,-57.0,-65.0,14.0
-62.0,-64.0,-68.0,-57.0,-66.0,14.0
-62.0,-64.0,-65.0,-58.0,-70.0,14.0
-58.0,-64.0,-68.0,-57.0,-70.0,14.0
-62.0,-64.0,-54.0,-63.0,-66.0,14.0
-62.0,-63.0,-53.0,-67.0,-65.0,14.0
-71.0,-63.0,-53.0,-58.0,-70.0,14.0
-71.0,-65.0,-52.0,-65.0,-70.0,14.0
-58.0,-63.0,-72.0,-65.0,-64.0,14.0
-58.0,-65.0,-65.0,-65.0,-64.0,14.0
-71.0,-65.0,-74.0,-64.0,-70.0,14.0
-71.0,-64.0,-75.0,-61.0,-70.0,14.0
-58.0,-64.0,-66.0,-62.0,-64.0,14.0
-58.0,-59.0,-54.0,-56.0,-64.0,14.0
-63.0,-60.0,-54.0,-55.0,-64.0,14.0
-72.0,-65.0,-68.0,-64.0,-66.0,14.0
-72.0,-65.0,-53.0,-55.0,-70.0,14.0
-63.0,-60.0,-76.0,-55.0,-70.0,14.0
-72.0,-60.0,-51.0,-61.0,-64.0,14.0
-72.0,-65.0,-51.0,-60.0,-69.0,14.0
-63.0,-65.0,-54.0,-58.0,-69.0,14.0
-58.0,-65.0,-56.0,-60.0,-65.0,14.0
-71.0,-65.0,-66.0,-57.0,-65.0,14.0
-72.0,-65.0,-54.0,-58.0,-65.0,14.0
-62.0,-65.0,-54.0,-62.0,-65.0,14.0
-58.0,-60.0,-65.0,-61.0,-71.0,14.0
-58.0,-66.0,-65.0,-59.0,-71.0,14.0
-63.0,-65.0,-53.0,-58.0,-67.0,14.0
-58.0,-61.0,-53.0,-57.0,-67.0,14.0
-71.0,-61.0,-66.0,-59.0,-74.0,14.0
-72.0,-67.0,-53.0,-61.0,-74.0,14.0
-72.0,-67.0,-53.0,-61.0,-66.0,14.0
-58.0,-61.0,-54.0,-57.0,-65.0,14.0
-58.0,-61.0,-54.0,-57.0,-68.0,14.0
-63.0,-69.0,-69.0,-61.0,-65.0,14.0
-62.0,-69.0,-54.0,-58.0,-65.0,14.0
-58.0,-62.0,-54.0,-57.0,-65.0,14.0
-58.0,-62.0,-56.0,-61.0,-65.0,14.0
-71.0,-67.0,-56.0,-61.0,-65.0,14.0
-72.0,-67.0,-56.0,-58.0,-69.0,14.0
-63.0,-62.0,-67.0,-57.0,-69.0,14.0
-72.0,-62.0,-66.0,-60.0,-68.0,14.0
-72.0,-61.0,-54.0,-58.0,-70.0,14.0
-58.0,-62.0,-56.0,-58.0,-70.0,14.0
-58.0,-58.0,-56.0,-60.0,-68.0,14.0
-58.0,-73.0,-69.0,-57.0,-69.0,14.0
-58.0,-73.0,-54.0,-58.0,-68.0,14.0
-72.0,-59.0,-56.0,-59.0,-67.0,14.0
-72.0,-58.0,-68.0,-58.0,-67.0,14.0
-63.0,-68.0,-67.0,-58.0,-67.0,14.0
-72.0,-67.0,-69.0,-61.0,-69.0,14.0
-72.0,-59.0,-69.0,-60.0,-65.0,14.0
-63.0,-62.0,-54.0,-58.0,-66.0,14.0
-72.0,-62.0,-54.0,-58.0,-67.0,14.0
-72.0,-63.0,-54.0,-60.0,-65.0,14.0
-63.0,-63.0,-54.0,-60.0,-65.0,14.0
-58.0,-65.0,-68.0,-58.0,-67.0,14.0
-58.0,-65.0,-67.0,-57.0,-68.0,14.0
-63.0,-61.0,-56.0,-61.0,-68.0,14.0
-58.0,-67.0,-56.0,-60.0,-72.0,14.0
-58.0,-60.0,-70.0,-58.0,-66.0,14.0
-63.0,-58.0,-67.0,-58.0,-69.0,14.0
-63.0,-58.0,-68.0,-60.0,-69.0,14.0
-58.0,-58.0,-54.0,-59.0,-65.0,14.0
-58.0,-64.0,-56.0,-58.0,-69.0,14.0
-63.0,-64.0,-68.0,-58.0,-69.0,14.0
-58.0,-68.0,-70.0,-58.0,-68.0,14.0
-58.0,-68.0,-67.0,-60.0,-66.0,14.0
-71.0,-62.0,-54.0,-58.0,-66.0,14.0
-71.0,-62.0,-54.0,-58.0,-68.0,14.0
-71.0,-64.0,-67.0,-59.0,-65.0,14.0
-62.0,-61.0,-54.0,-58.0,-65.0,14.0
-72.0,-61.0,-56.0,-58.0,-69.0,14.0
-71.0,-59.0,-54.0,-59.0,-69.0,14.0
-71.0,-59.0,-56.0,-60.0,-65.0,14.0
-71.0,-64.0,-70.0,-60.0,-65.0,14.0
-62.0,-64.0,-70.0,-58.0,-69.0,14.0
-58.0,-63.0,-56.0,-58.0,-68.0,14.0
-58.0,-64.0,-56.0,-60.0,-67.0,14.0
-63.0,-61.0,-70.0,-60.0,-63.0,14.0
-58.0,-60.0,-70.0,-58.0,-65.0,14.0
-58.0,-70.0,-67.0,-58.0,-69.0,14.0
-69.0,-70.0,-67.0,-60.0,-69.0,14.0
-70.0,-59.0,-70.0,-58.0,-65.0,14.0
-71.0,-59.0,-67.0,-58.0,-65.0,14.0
-63.0,-63.0,-67.0,-59.0,-67.0,14.0
-58.0,-57.0,-70.0,-58.0,-69.0,14.0
-58.0,-57.0,-67.0,-60.0,-69.0,14.0
-63.0,-66.0,-70.0,-60.0,-67.0,14.0
-72.0,-67.0,-68.0,-60.0,-65.0,14.0
-71.0,-57.0,-67.0,-58.0,-65.0,14.0
-72.0,-62.0,-70.0,-58.0,-68.0,14.0
-63.0,-62.0,-67.0,-60.0,-69.0,14.0
-63.0,-56.0,-68.0,-58.0,-68.0,14.0
-58.0,-68.0,-69.0,-58.0,-69.0,14.0
-58.0,-68.0,-68.0,-60.0,-69.0,14.0
-71.0,-64.0,-67.0,-60.0,-67.0,14.0
-58.0,-67.0,-56.0,-58.0,-65.0,14.0
-58.0,-67.0,-56.0,-57.0,-65.0,14.0
-63.0,-63.0,-68.0,-60.0,-69.0,14.0
-58.0,-63.0,-56.0,-60.0,-69.0,14.0
-58.0,-58.0,-56.0,-57.0,-63.0,14.0
-71.0,-57.0,-67.0,-57.0,-65.0,14.0
-71.0,-66.0,-56.0,-60.0,-67.0,14.0
-63.0,-66.0,-56.0,-60.0,-65.0,14.0
-71.0,-63.0,-67.0,-57.0,-65.0,14.0
-71.0,-63.0,-69.0,-58.0,-67.0,14.0
-63.0,-58.0,-67.0,-60.0,-69.0,14.0
-70.0,-66.0,-56.0,-57.0,-69.0,14.0
-71.0,-66.0,-56.0,-57.0,-67.0,14.0
-72.0,-63.0,-67.0,-60.0,-69.0,14.0
-63.0,-63.0,-67.0,-59.0,-69.0,14.0
-63.0,-65.0,-70.0,-59.0,-67.0,14.0
-71.0,-66.0,-70.0,-58.0,-69.0,14.0
-71.0,-58.0,-54.0,-58.0,-69.0,14.0
-63.0,-57.0,-67.0,-60.0,-67.0,14.0
-57.0,-62.0,-68.0,-61.0,-69.0,14.0
-57.0,-62.0,-70.0,-58.0,-69.0,14.0
-63.0,-65.0,-67.0,-60.0,-67.0,14.0
-63.0,-66.0,-67.0,-59.0,-65.0,14.0
-70.0,-63.0,-70.0,-59.0,-69.0,14.0
-70.0,-62.0,-67.0,-62.0,-69.0,14.0
-62.0,-65.0,-70.0,-62.0,-69.0,14.0
-62.0,-66.0,-70.0,-59.0,-69.0,14.0
-69.0,-57.0,-56.0,-59.0,-67.0,14.0
-68.0,-66.0,-56.0,-57.0,-68.0,14.0
-66.0,-66.0,-67.0,-58.0,-69.0,14.0
-67.0,-63.0,-70.0,-63.0,-65.0,14.0
-67.0,-62.0,-67.0,-59.0,-65.0,14.0
-62.0,-57.0,-70.0,-62.0,-69.0,14.0
-62.0,-57.0,-67.0,-57.0,-69.0,14.0
-67.0,-63.0,-70.0,-57.0,-65.0,14.0
-60.0,-63.0,-67.0,-63.0,-65.0,14.0
-60.0,-57.0,-54.0,-55.0,-69.0,14.0
-61.0,-57.0,-54.0,-55.0,-69.0,14.0
-61.0,-65.0,-67.0,-62.0,-65.0,14.0
-66.0,-65.0,-70.0,-54.0,-65.0,14.0
-62.0,-57.0,-67.0,-54.0,-67.0,14.0
-58.0,-57.0,-54.0,-66.0,-68.0,14.0
-63.0,-64.0,-67.0,-59.0,-65.0,14.0
-58.0,-63.0,-54.0,-70.0,-65.0,14.0
-66.0,-63.0,-54.0,-71.0,-69.0,14.0
-61.0,-63.0,-67.0,-67.0,-69.0,14.0
-59.0,-63.0,-68.0,-67.0,-65.0,14.0
-60.0,-57.0,-66.0,-59.0,-65.0,14.0
-60.0,-63.0,-66.0,-54.0,-67.0,14.0
-59.0,-63.0,-69.0,-54.0,-67.0,14.0
-61.0,-57.0,-68.0,-68.0,-65.0,14.0
-61.0,-63.0,-54.0,-68.0,-67.0,14.0
-67.0,-63.0,-54.0,-59.0,-64.0,14.0
-68.0,-65.0,-66.0,-65.0,-69.0,14.0
-62.0,-65.0,-65.0,-66.0,-68.0,14.0
-59.0,-63.0,-72.0,-61.0,-69.0,14.0
-64.0,-63.0,-67.0,-68.0,-69.0,14.0
-59.0,-65.0,-70.0,-68.0,-68.0,14.0
-62.0,-65.0,-71.0,-61.0,-69.0,14.0
-66.0,-63.0,-53.0,-68.0,-69.0,14.0
-60.0,-63.0,-53.0,-54.0,-68.0,14.0
-60.0,-57.0,-71.0,-62.0,-69.0,14.0
-59.0,-57.0,-71.0,-55.0,-69.0,14.0
-59.0,-63.0,-65.0,-56.0,-68.0,14.0
-63.0,-63.0,-72.0,-63.0,-69.0,14.0
-66.0,-57.0,-72.0,-65.0,-69.0,14.0
-61.0,-57.0,-54.0,-57.0,-68.0,14.0
-65.0,-63.0,-53.0,-60.0,-69.0,14.0
-64.0,-63.0,-62.0,-55.0,-69.0,14.0
-61.0,-57.0,-62.0,-66.0,-68.0,14.0
-60.0,-63.0,-75.0,-67.0,-69.0,14.0
-65.0,-63.0,-62.0,-65.0,-69.0,14.0
-65.0,-65.0,-73.0,-57.0,-67.0,14.0
-68.0,-65.0,-76.0,-57.0,-69.0,14.0
-63.0,-57.0,-53.0,-59.0,-69.0,14.0
-68.0,-65.0,-53.0,-57.0,-67.0,14.0
-61.0,-65.0,-51.0,-64.0,-67.0,14.0
-60.0,-63.0,-72.0,-65.0,-69.0,14.0
-67.0,-65.0,-67.0,-55.0,-69.0,14.0
-62.0,-65.0,-67.0,-54.0,-66.0,14.0
-59.0,-65.0,-67.0,-65.0,-66.0,14.0
-69.0,-63.0,-68.0,-65.0,-65.0,14.0
-69.0,-63.0,-69.0,-62.0,-65.0,14.0
-62.0,-57.0,-54.0,-58.0,-65.0,14.0
-69.0,-63.0,-56.0,-61.0,-68.0,14.0
-69.0,-63.0,-68.0,-61.0,-68.0,14.0
-59.0,-57.0,-68.0,-58.0,-65.0,14.0
-59.0,-57.0,-53.0,-56.0,-65.0,14.0
-64.0,-63.0,-53.0,-64.0,-66.0,14.0
-61.0,-63.0,-65.0,-64.0,-69.0,14.0
-61.0,-63.0,-54.0,-60.0,-65.0,14.0
-62.0,-64.0,-54.0,-55.0,-65.0,14.0
-69.0,-58.0,-65.0,-56.0,-72.0,14.0
-69.0,-63.0,-53.0,-60.0,-71.0,14.0
-62.0,-63.0,-53.0,-63.0,-68.0,14.0
-67.0,-57.0,-63.0,-63.0,-69.0,14.0
-63.0,-57.0,-62.0,-64.0,-66.0,14.0
-68.0,-65.0,-69.0,-67.0,-66.0,14.0
-63.0,-57.0,-65.0,-78.0,-70.0,14.0
-69.0,-65.0,-61.0,-79.0,-70.0,14.0
-61.0,-65.0,-61.0,-69.0,-65.0,14.0
-61.0,-65.0,-57.0,-68.0,-65.0,14.0
-71.0,-65.0,-57.0,-63.0,-67.0,14.0
-71.0,-65.0,-60.0,-63.0,-67.0,14.0
-61.0,-65.0,-60.0,-72.0,-67.0,14.0
-61.0,-63.0,-63.0,-72.0,-67.0,14.0
